Time,x_0
0.0,0.0
0.001,0.0314107590781283
0.002,0.06279051952931337
0.003,0.09410831331851433
0.004,0.12533323356430426
0.005,0.15643446504023087
0.006,0.18738131458572466
0.007,0.2181432413965426
0.008,0.24868988716485485
0.009000000000000001,0.2789911060392293
0.01,0.30901699437494745
0.011,0.3387379202452914
0.012,0.36812455268467803
0.013000000000000001,0.3971478906347806
0.014,0.42577929156507266
0.015,0.45399049973954675
0.016,0.48175367410171527
0.017,0.5090414157503713
0.018000000000000002,0.5358267949789965
0.019,0.5620833778521305
0.02,0.587785252292473
0.021,0.6129070536529765
0.022,0.6374239897486896
0.023,0.6613118653236518
0.024,0.6845471059286887
0.025,0.7071067811865476
0.026000000000000002,0.7289686274214117
0.027,0.7501110696304596
0.028,0.7705132427757894
0.029,0.7901550123756905
0.03,0.8090169943749475
0.031,0.8270805742745619
0.032,0.8443279255020151
0.033,0.8607420270039436
0.034,0.8763066800438636
0.035,0.8910065241883677
0.036000000000000004,0.9048270524660195
0.037,0.917754625683981
0.038,0.9297764858882513
0.039,0.9408807689542255
0.04,0.9510565162951536
0.041,0.9602936856769432
0.042,0.9685831611286313
0.043000000000000003,0.9759167619387475
0.044,0.9822872507286887
0.045,0.9876883405951377
0.046,0.9921147013144777
0.047,0.9955619646030799
0.048,0.9980267284282717
0.049,0.9995065603657317
0.05,1.0
0.051000000000000004,0.9995065603657317
0.052000000000000005,0.9980267284282717
0.053,0.9955619646030799
0.054,0.9921147013144777
0.055,0.9876883405951377
0.056,0.9822872507286887
0.057,0.9759167619387475
0.058,0.9685831611286313
0.059000000000000004,0.9602936856769432
0.06,0.9510565162951538
0.061,0.9408807689542256
0.062,0.9297764858882515
0.063,0.9177546256839811
0.064,0.9048270524660195
0.065,0.8910065241883678
0.066,0.8763066800438635
0.067,0.8607420270039436
0.068,0.844327925502015
0.069,0.8270805742745618
0.07,0.8090169943749476
0.07100000000000001,0.7901550123756903
0.07200000000000001,0.7705132427757894
0.073,0.7501110696304597
0.074,0.7289686274214119
0.075,0.7071067811865477
0.076,0.6845471059286888
0.077,0.6613118653236518
0.078,0.6374239897486897
0.079,0.6129070536529764
0.08,0.5877852522924731
0.081,0.5620833778521304
0.082,0.5358267949789965
0.083,0.509041415750371
0.084,0.48175367410171516
0.085,0.45399049973954686
0.08600000000000001,0.4257792915650725
0.08700000000000001,0.3971478906347806
0.088,0.36812455268467814
0.089,0.33873792024529176
0.09,0.30901699437494756
0.091,0.27899110603922955
0.092,0.24868988716485485
0.093,0.21814324139654276
0.094,0.18738131458572457
0.095,0.15643446504023098
0.096,0.1253332335643041
0.097,0.09410831331851435
0.098,0.06279051952931358
0.099,0.03141075907812824
0.1,1.2246467991473532e-16
0.101,-0.03141075907812844
0.10200000000000001,-0.06279051952931333
0.10300000000000001,-0.09410831331851455
0.10400000000000001,-0.1253332335643043
0.105,-0.15643446504023076
0.106,-0.18738131458572435
0.107,-0.21814324139654256
0.108,-0.24868988716485463
0.109,-0.27899110603922933
0.11,-0.30901699437494734
0.111,-0.33873792024529153
0.112,-0.368124552684678
0.113,-0.39714789063478045
0.114,-0.4257792915650727
0.115,-0.45399049973954664
0.116,-0.4817536741017154
0.117,-0.5090414157503712
0.11800000000000001,-0.5358267949789968
0.11900000000000001,-0.5620833778521306
0.12,-0.5877852522924729
