Time,x_0
1.881,0.5620833778521311
1.882,0.5358267949789958
1.883,0.5090414157503752
1.884,0.4817536741017116
1.885,0.453990499739548
1.886,0.4257792915650725
1.887,0.3971478906347855
1.888,0.3681245526846748
1.889,0.3387379202452934
1.89,0.309016994374948
1.891,0.2789911060392283
1.892,0.2486898871648522
1.893,0.2181432413965453
1.894,0.1873813145857258
1.895,0.1564344650402305
1.896,0.1253332335643023
1.897,0.0941083133185178
1.898,0.0627905195293082
1.899,0.0314107590781286
1.9,-1.2258847604205302e-15
1.901,-0.031410759078124
1.902,-0.0627905195293177
1.903,-0.0941083133185132
1.904,-0.1253332335643047
1.905,-0.1564344650402259
1.906,-0.1873813145857283
1.907,-0.2181432413965408
1.908,-0.2486898871648546
1.909,-0.2789911060392306
1.91,-0.3090169943749503
1.911,-0.338737920245289
1.912,-0.3681245526846771
1.913,-0.3971478906347812
1.914,-0.4257792915650747
1.915,-0.4539904997395438
1.916,-0.48175367410172
1.917,-0.5090414157503712
1.918,-0.5358267949789979
1.919,-0.5620833778521273
1.92,-0.5877852522924711
1.921,-0.6129070536529758
1.922,-0.6374239897486849
1.923,-0.6613118653236537
1.924,-0.6845471059286865
1.925,-0.7071067811865466
1.926,-0.7289686274214069
1.927,-0.7501110696304608
1.928,-0.7705132427757869
1.929,-0.7901550123756891
1.93,-0.809016994374943
1.931,-0.8270805742745625
1.932,-0.8443279255020127
1.933,-0.8607420270039422
1.934,-0.8763066800438629
1.935,-0.8910065241883679
1.936,-0.9048270524660172
1.937,-0.9177546256839796
1.938,-0.9297764858882506
1.939,-0.9408807689542256
1.94,-0.951056516295152
1.941,-0.960293685676944
1.942,-0.9685831611286306
1.943,-0.9759167619387472
1.944,-0.9822872507286876
1.945,-0.987688340595138
1.946,-0.9921147013144772
1.947,-0.9955619646030798
1.948,-0.9980267284282712
1.949,-0.9995065603657318
1.95,-0.9999999999999998
1.951,-0.9995065603657318
1.952,-0.9980267284282716
1.953,-0.9955619646030798
1.954,-0.9921147013144784
1.955,-0.9876883405951382
1.956,-0.982287250728689
1.957,-0.9759167619387475
1.958,-0.9685831611286326
1.959,-0.9602936856769424
1.96,-0.9510565162951544
1.961,-0.9408807689542258
1.962,-0.9297764858882536
1.963,-0.91775462568398
1.964,-0.9048270524660208
1.965,-0.8910065241883685
1.966,-0.8763066800438635
1.967,-0.8607420270039428
1.968,-0.8443279255020172
1.969,-0.8270805742745632
1.97,-0.8090169943749479
1.971,-0.7901550123756899
1.972,-0.7705132427757923
1.973,-0.7501110696304616
1.974,-0.7289686274214126
1.975,-0.7071067811865474
1.976,-0.6845471059286925
1.977,-0.6613118653236493
1.978,-0.6374239897486913
1.979,-0.6129070536529768
1.98,-0.5877852522924779
